,chanel,text,date_time
1792,'Perepichka News | Новости Украина',"Связь с полевым госпиталем восстановлена, - Азов | ",2022-05-10 14:20:00
1793,'Perepichka News | Новости Украина',"Белопольскую общину Сумщины обстреляли с территории россии, - глава области Дмитрий Живицкий | ",2022-05-10 14:08:00
1794,'Perepichka News | Новости Украина',Защитники Азовстали в Мариуполе  связь с полевым госпиталем в результате российских обстрелов завода | ,2022-05-10 13:38:00
1795,'Ukraine NOW',"Сумщина. Білопільську громаду обстріляли з систем залпового вогню, які розташовані на території рф .Втрат немає, пошкодження уточнюються.Джерело: очільник області Дмитро Живицький",2022-05-10 14:06:00
1796,'Русский Корабль Иди Нах*й', ВСУ продолжают уничтожать орков.,2022-05-10 01:55:00
1797,'KAPVEY',"Сейм Литвы признал рабсию террористическим государством,",2022-05-10 14:16:00
1798,'Суспільне Суми', Сумський район!Загроза артобстрілу. Усім в укриття!13:5810.05.2022,2022-05-10 13:58:00
1799,'Суспільне Суми',"10 травня Білопільську громаду обстріляли з систем залпового вогню, які розташовані на території Росії – Дмитро Живицький, голова Сумської ОВА.",2022-05-10 14:03:00
1800,'Хартия-97%',"США готовы предоставить Украине все необходимые возможности для противодействия России, — глава Пентагона Ллойд Остин в разговоре со своим украинским коллегой Алексеем Резниковым.",2022-05-10 13:11:00
1801,'Рыбарь',"По уточненным данным Минздрава ДНР, в результате обстрела ВСУ Киевского района Донецка 2 человека погибли и 5 получили ранения, включая 9-летнего ребенка.",2022-05-10 02:23:00
1802,'Рыбарь', В Николаеве вновь слышны сильные взрывы. *Поддержать нас: ,2022-05-10 13:21:00
1803,'⚔️БРАТЧУК',"СБУ затримала агента, який коригував артобстріли по об’єкту «Укроборонпрому», та виманила на підконтрольну територію колаборанта з Херсонщини",2022-05-10 14:23:00
1804,'⚔️БРАТЧУК'," Одеса. Не заважаємо працювати ЗСУ. Коли українська авіація в небі, від цього треба тішитисяРазом до Перемоги!",2022-05-10 14:19:00
1805,'Операция Z: Военкоры Русской Весны',"Лукашенко заявил, что Россия поможет Минску в сфере ракетного производства, в том числе образца ИскандерДоговоренности достигнуты на высшем уровне.",2022-05-10 13:18:00
1806,'Операция Z: Военкоры Русской Весны',"Глава мониторинговой миссии ООН по правам человека на Украине говорит, что у неё есть достоверные утверждения о пытках и казнях со стороны украинских боевиков, хотя масштабы нарушений со стороны России значительно выше — Reuters",2022-05-10 13:23:00
1807,'Операция Z: Военкоры Русской Весны',"Сейм Литвы признал Россию «террористическим государством», а действия российских войск на Украине геноцидом — местное издание DelfiРезолюция была принята парламентом единогласно, «за» — 128 голосов.",2022-05-10 12:25:00
1808,'Суспільне Херсон',"Жителів Горностаївки, Каїр та Заводівки  не спілкуватися та не конфліктувати з представниками військових РФ на блокпостах через можливу стрільбу з їх сторони - голова громади Дмитро Ляхно.",2022-05-10 02:14:00
1809,'Суспільне Чернігів',"Рятувальники Чернігівщини нагадують, що заборонено самовільне випалювання сухої рослинності, а за порушення цієї вимоги Кодексом України про адміністративні правопорушення передбачено штраф від 3 тис. 60 грн до 6 тис. 120 грн для громадян та від 15 тис. 300 грн до 21 тис. 420 грн для посадових осіб.А ще спалювання сухостою у військовий час може бути прирівняне до диверсійної роботи.",2022-05-10 12:41:00
1810,'МЕТА | Новини України та світу',"Сумщина. Білопільську громаду обстріляли з систем залпового вогню, які розташовані на території рф .Джерело: очільник області Дмитро Живицький",2022-05-10 14:07:00
1811,'МЕТА | Новини України та світу',"У окупованому Ізюмі з-під завалів дістали тіла 44 людей Загиблих знайшли під завалами п’ятиповерхового будинку, який окупанти знищили ще в першій декаді березня, повідомив начальник Харківської ОВА Олег Синєгубов.  «Це черговий жахливий воєнний злочин російських окупантів проти мирного населення! Ми фіксуємо кожен, і за кожен вони заплатять!» – наголосив він.",2022-05-10 14:02:00
1812,'МЕТА | Новини України та світу',"Подивіться, як гарно палає  Протитанковий підрозділ 25-Ї окремої повітрянодесантної Січеславської бригади ДШВ ЗСУ знищив черговий танк окупантів ",2022-05-10 13:56:00
1813,'NEXTA Live',В словаре российского новояза «ограниченно готовы» значит совершенно не готовы.,2022-05-10 14:02:00
1814,'NE.САХАР',Сообщают о 2 погибших и 1 раненном в Киевском районе Донецка сейчас ,2022-05-10 13:57:00
1815,'NE.САХАР',"Возгорание произошло на турецком судне, которое находится на рейде порта Темрюк в Краснодарском крае, сообщили в пресс-службе Росморречфлота. ",2022-05-10 13:53:00
1816,'Новое Издание',"Посол Венгрии в Украине Иштван Ийдярто заявил, что его страна не будет блокировать возможное вступление Украины в ЕС, — СМИ / ",2022-05-10 14:29:00
1817,"'Срочно, Сейчас'",Губернатор Томской области покидает свой пост — пресс-служба,2022-05-10 14:10:00
1818,"'Срочно, Сейчас'",Путин поручил проработать вопрос реструктуризации потребительских кредитов для пострадавших от природных пожаров,2022-05-10 14:05:00
1819,"'Срочно, Сейчас'","Кировская, Магаданская, Нижегородская области, республики Марий Эл, Тыва, Хакасия и Забайкальский край ограниченно готовы к борьбе с лесными пожарами в настоящее время — глава Минприроды России",2022-05-10 13:58:00
1820,'МИРОТВОРЕЦ',"Замкомандира «Азова» «Калина» заявил, что украинские военные на  «Азовстали» потеряли связь с полевым госпиталем: Над госпиталем работает авиация, и у нас даже нет с ними связи. Мы даже не знаем, куда их всех эвакуировать.",2022-05-10 14:05:00
1821,'Правда Новости',"Одну из центральных улиц Луганска назовут в честь Героя России Владимира Зозулина, который погиб в Украине, — глава республики.",2022-05-10 14:32:00
1822,'Дмитрий Гордон',"Боже, храни королеву! И премьера Бориса Джонсона Великобритания предоставила Украине оружие на сумму 450 млн фунтов стерлингов. В пакет военной помощи входят противотанковые средства, системы ПВО с ракетами, противотанковые боеприпасы и т.д.",2022-05-10 14:31:00
1823,'Крупнокалиберный Переполох',"Два человека погибло, один получил ранение. В Донецке +15, ветер порывистый",2022-05-10 02:05:00
1824,'Крупнокалиберный Переполох',Ещё два человека погибло на текстильщике,2022-05-10 14:15:00
1825,'RT на русском',Владимир Путин поручил быстро и без излишнего бюрократизма организовать выплаты пострадавшим от лесных пожаров.,2022-05-10 14:14:00
1826,'RT на русском',"Режим ЧС ввели на территории всей Курганской области с 10 мая из-за погодных условий, способствующих повышению класса пожарной опасности.",2022-05-10 14:12:00
1827,'RT на русском',"Губернатор Томской области Сергей Жвачкин заявил, что намерен уйти в отставку.",2022-05-10 14:13:00
1828,'RT на русском',"Россия и Алжир планируют подписать стратегический документ, который будет отражать новое качество двусторонних отношений, сообщил Сергей Лавров.",2022-05-10 14:09:00
1829,'НТВ',"Губернатор Кировской области заявил, что принял решение оставить свой пост в связи с приближением окончания срока полномочий. Ранее о своем увольнении заявил губернатор Томской области Сергей Жвачкин.",2022-05-10 14:46:00
1830,'Караульный Z',"Я уже про это писал до начала спецоперации. Про списки нелояльных, в соответствии с которыми нацисты должны были устранять в случае вооруженного противостояния с Россией. Трупы политнеблагонадежных из Киева после убийств вывезли на линию фронта под Ирпень в лес. Потом их всех перевезли в Бучу. Давида вывезли в Запорожскую область. Давид Жвания один из очень большого списка людей, кого заранее приговорили на смерть. Один из тех, кого я предупреждал и кто меня не услышал.Олег Царёв, украинский политик",2022-05-10 02:37:00
1831,'Милитарист',"На следующей неделе впервые за полвека подкомитет Палаты представителей Конгресса США проведет открытые слушания по проблеме НЛО, которые сейчас называются Неопознанные воздушные объекты (НВО)",2022-05-10 14:37:00
1832,'Милитарист',Ход боевых действий 1-9 мая по версии израильских экспертов,2022-05-10 14:50:00
1833,'БелВПО',"Заместитель главаря банды «‎Азов»  Святослав Паламар опять стонет из подвала Азовстали:«‎Раненых много, нужна эвакуация. Нельзя затягивать этот процесс, потому что им нужен нормальный уход, нужны медикаменты, нормальное питание и свежий воздух».Эвакуация будет, только вперед ногами!",2022-05-10 14:31:00
1834,'БелВПО',"11 мая Николаевская областная станция переливания крови приглашает доноров с группами ІІ (+), ІІ (-) и ІV (-)В больницы города поступила очередная большая партия раненых бандеровских боевиков.",2022-05-10 14:46:00
1835,'IRPIN LIFE',"Ціни на паливо в Україні стабілізуються, — віце-премєр-міністр міністр економіки Юлія СвириденкоБензин можна буде купити по 40 грн/1 літр, а дизель - не більше ніж 43 грн за літр.Вже цього місяця імпорт нафтопродуктів із Польщі залізницею збільшиться з 60 тисяч тонн на місяць до 200 тисяч тонн. Також інтенсифікуються постачання палива зі США та Скандинавії через румунський та польські порти.",2022-05-10 14:37:00
1836,'Реальная Война | Украина',"Бывший нардеп Илья Кива объявлен в международный розыск, — Госбюро расследованийКива обвиняется в госизмене, пропаганде войны, посягательстве на территориальную целостность, призывах к захвату госвласти и распространению коммунистической символики.",2022-05-10 02:47:00
1837,'Реальная Война | Украина',"Венгрия обещает не блокировать процесс вступления Украины в ЕС. Об этом заявил посол Венгрии в Украине Иштван Ийдярто в эфире телеканала «Эспрессо»:«В конце я хочу заверить вас в том, что, когда начнут рассматривать вопросы членства Украины в Европейском Союзе, Венгрия поддержит его».",2022-05-10 14:29:00
1838,'Труха⚡️Украина',"UPD: Связь с защитниками «‎Азовстали» восстановлена, – заместитель командира полка «‎Азов» капитан Святослав Паламар.«‎Раненых много, нужна эвакуация. Нельзя затягивать этот процесс, потому что им нужен нормальный уход, нужны медикаменты, нормальное питание и свежий воздух».",2022-05-10 14:24:00
1839,'Война История Оружие', Путин поздравил Гаглоева с избранием на пост президента Южной Осетии,2022-05-10 14:50:00
1840,'Война История Оружие',На заводе Азовсталь сейчас находится более 1000 украинских военных — украинский вице-премьер Ирина Верещук,2022-05-10 14:55:00
1841,'Война История Оружие',"  Премьер-министр Грузии Ираклий Гарибашвили передал послу ЕС в республике Карлу Харцелю вторую часть заполненного опросника, который республика получила для открытия дискуссии о вступлении в ЕС",2022-05-10 14:48:00
1842,'Украина 24/7 Новости | Война | Новини',"Сейм Литвы назвал рассию государством, «поддерживающим и осуществляющим терроризм»Литовский парламент принял соответствующую резолюцию единогласно.",2022-05-10 14:34:00
1843,'Суспільне Вінниця', дружини командира полку «Азов» Катерини Прокопенко із закликом до ООН допомогти вивезти з «Азовсталі» військових та цивільних набрала понад мільйон підписів.,2022-05-10 02:29:00
1844,'Perepichka News | Новости Украина',"ГБР завершило следствие по Илье Киве и передало обвинительный акт в суд. Бывший нардеп был объявлен в международный розыскКиву  в госизмене, пропаганде войны, посягательстве на территориальную целостность, призывах к захвату власти и распространению коммунистической символики. | ",2022-05-10 14:42:00
1845,'Русский Корабль Иди Нах*й',"ГБР сообщает, что Киву объявили в международный розыскОн обвиняется в госизмене, пропаганде войны, посягательстве на территориальную целостность, призывах к захвату госвласти и распространению коммунистической символики.| ",2022-05-10 02:51:00
1846,'KAPVEY',ДБР завершило слідство щодо Іллі Киви та передало обвинувальний акт до суду. Колишнього депутата оголосили в міжнародний розшук.,2022-05-10 14:44:00
1847,'Хартия-97%',Венгрия обещает не блокировать процесс вступления Украины в ЕС. Об этом заявил посол Венгрии в Украине Иштван Ийдярто.,2022-05-10 14:40:00
1848,'Хартия-97%',В Беларуси начинается второй этап внезапной проверки войск.,2022-05-10 14:26:00
1849,'Глазами Украинца',"Киву объявили в международный розыск, — ГБРОн обвиняется в госизмене, пропаганде войны, посягательстве на территориальную целостность, призывах к захвату госвласти и распространению коммунистической символики. > ",2022-05-10 14:50:00
1850,'Суспільне Херсон',"З Малої Лепетихи Херсонської області до тимчасово окупованого Криму військові РФ 1500 тонн зернових, повідомляє головне управління розвідки Міністерства оборони України. Є інформація, що окрім зерна окупанти вивозять в Крим великі обсяги викрадених в Україні овочів.",2022-05-10 02:48:00
1851,'Суспільне Херсон',"Херсонгаз відновлювати надземний газопровід низького тиску, який був пошкоджений 7 травня внаслідок артилерійської атаки на місто Гола Пристань Скадовського району військовими РФ.",2022-05-10 14:39:00
1852,'Суспільне Херсон',"З Херсонщини на підконтрольну територію України СБУ колаборанта. Агент коригував артобстріли по об’єкту «Укроборонпрому», інформував окупантів про функціонування військових і правоохоронців - СБУ.",2022-05-10 14:36:00
1853,'Суспільне Херсон',"До місцевого комунального закладу Нововоронцовки  продуктові набори для жителів селища. Доправити гуманітарну допомогу до Любимівки, Хрещенівки, Шевченківки, Петрівки, Миролюбівки та  Нововоскресенського наразі не вдалось, повідомляє територіальна громада.",2022-05-10 02:35:00
1854,'Суспільне Херсон',"Скадовський міський голова Олександр Яковлєв  з проханням долучитися до збору  з гуманітарної допомоги для жителів міста. Наразі у Скадовську необхідні ліки, засоби гігієни та продукти.",2022-05-10 14:07:00
1855,'Суспільне Чернігів'," У Ніжині змінюється час комендантської години.Відсьогодні, 10 травня вона триватиме з 23-00 до 04-00 години.Це пов’язано зі збільшенням світлового дня та зверненнями мешканців міста і урахуванням графіків поїздів Укрзалізниці, повідомляє ніжинський міський голова Олександр Кодола.",2022-05-10 02:48:00
1856,'Суспільне Чернігів'," Час виходити з кризи! Розміщуйте рекламу на телеканалі «UA: Чернігів» і радіостанції «Українське радіо: Чернігівська хвиля» - і про ваш товар або послугу дізнається вся Чернігівська область! Телефонуйте:  (0462) 77-49-47, 063 356 61 28",2022-05-10 02:39:00
1857,"'DeXто Украина | Новости, Война'","Воины «Азовстали» потеряли связь с полевым госпиталем, – «Азов»Над госпиталем работает авиация, и у нас даже нет с ними связи. Мы даже не знаем, куда их всех эвакуировать, — сообщил заместитель командира полка Святослав Паламарь в комментарии «УП».",2022-05-10 14:36:00
1858,'NE.САХАР',"На заводе «Азовсталь» находятся более тысячи военных. Среди них сотни раненых, сообщила вице-премьер Украины Ирина Верещук в интервью AFP.",2022-05-10 15:09:00
1859,'NE.САХАР',Продолжаются бои за Северодонецк.,2022-05-10 14:48:00
1860,'СУСПІЛЬНЕ НОВИНИ',"Угорський посол в Україні Ійдярто , що Угорщина не буде блокувати приєднання України до НАТО, а також підтримає її рух до Євросоюзу.",2022-05-10 02:52:00
1861,'СУСПІЛЬНЕ НОВИНИ',"Черкаська, Кіровоградська області — повітряна тривога.",2022-05-10 02:33:00
1862,'СУСПІЛЬНЕ НОВИНИ',"ДБР  слідство щодо Іллі Киви та передало обвинувальний акт до суду. Колишнього нардепа оголосили в міжнародний розшук.Киву обвинувачують у держзраді, пропаганді війни, посяганні на територіальну цілісність, закликах до захоплення влади та поширенні комуністичної символіки.",2022-05-10 14:40:00
1863,'Новое Издание',"На «Азовстали» сейчас находится более 1 000 украинских военных, в том числе сотни раненых, — Верещук / ",2022-05-10 14:55:00
1864,'Новое Издание',"По данным СМИ, премьер-министр Грузии передал послу ЕС  вторую часть заполненного опросника для получения статуса кандидата на членство в Евросоюзе / ",2022-05-10 14:40:00
1865,"'Срочно, Сейчас'",НАТО на саммите в июле рассмотрит меры укрепления безопасности в свете ситуации на Украине — канцлер ФРГ Шольц,2022-05-10 15:13:00
1866,"'Срочно, Сейчас'",Владимир Путин поздравил Гаглоева с избранием на пост президента Южной Осетии,2022-05-10 14:50:00
1867,'Ищи своих',Уничтожение колонны армии РФ в Донецкой области Здесь российские военные тоже несут большие потери в технике и живой силе |  | ,2022-05-10 15:08:00
1868,'LEMBERG | Львів | Новини',"  Упродовж 12 та 13 травня  поїзд сполученням Чернівці — Львів — Чернівці, маршрут якого пролягає через Івано-Франківську область. ",2022-05-10 14:45:00
1869,'GLOBAL MEDIA ®',Все уже подписались? Доступ к эксклюзивному контенту закрою через полчаса— ,2022-05-10 15:13:00
1870,'Русский Мир',"В Белоруссии начался второй этап внезапной проверки сил реагированияОб этом заявил министр обороны Виктор Хренин: «Все это спланировано как адекватная реакция на учения, которые с 1 мая проходят на территории стран НАТО под названием «Защитник Европы». Мы видим каждое их движение, видим, какие батальонные тактические группы задействуются, на каких полигонах, какие вопросы они собираются отрабатывать. Понимая определенные угрозы, которые могут исходить от них, мы адекватно реагируем, на эти направления выдвигаем соответствующие войска».",2022-05-10 15:03:00
1871,'РУПОР | НОВОСТИ',Членство в НАТО Швеции и Финляндии укрепит обороноспособность скандинавского региона — Министр обороны Швеции Хультквист,2022-05-10 02:54:00
1872,'ЧТО ТВОРИТСЯ',Наши как всегда в своем репертуаре,2022-05-10 15:07:00
1873,'Дмитрий Гордон',Извините)),2022-05-10 15:22:00
1874,'RT на русском',"Губернатор Рязанской области Николай Любимов не планирует выдвигаться на пост главы региона на следующий срок.«Приближается срок окончания моих полномочий. Принял ответственное решение — не выдвигаться на пост губернатора на следующий срок», — сообщил он.Любимов выразил намерение «быть полезным стране на новой должности».",2022-05-10 15:24:00
1875,'RT на русском',"НАТО на саммите в июле рассмотрит меры укрепления безопасности в свете ситуации на Украине, заявил канцлер Германии Шольц.",2022-05-10 15:08:00
1876,'RT на русском',"Комитет Европейского бюро ВОЗ принял резолюцию, предлагающую возможное закрытие офиса по неинфекционным заболеваниям в Москве.",2022-05-10 14:58:00
1877,'RT на русском',"Владимир Путин поздравил Алана Гаглоева с избранием на пост президента Южной Осетии.«Рассчитываю, что ваша деятельность на этом высоком посту будет способствовать дальнейшему упрочнению отношений между нашими странами, основанных на принципах союзничества и стратегического партнёрства», — говорится в послании Путина.",2022-05-10 14:53:00
1878,'RT на русском',"Губернатор Томской области Сергей Жвачкин заявил, что намерен уйти в отставку. Глава региона пояснил, что 17 марта исполнилось десять лет его губернаторства.«Есть закон, который ограничивает для губернаторов работу двумя сроками. Я привык законы соблюдать», — рассказал он.",2022-05-10 02:13:00
1879,'Типичный Донецк',Настоятельно рекомендуем максимально ограничить свои передвижения по улицам в ближайшие дни из-за участившихся обстрелов   |  ,2022-05-10 15:04:00
1880,'Караульный Z',"В Британии счета за электроэнергию для населения к октябрю составят 3 тысячи фунтов стерлингов (около 250 тысяч рублей).Об этом пишет Daily Mail со ссылкой на заявление главы шотландской энергетической компании Scottish Power (SP) Кита Андерсона.Речь идёт о годовой сумме.В таких условиях 10 миллионов домов не смогут позволить себе отопление этой зимой, указывает Андерсон.Уже сейчас по Британии прокатилась волна пожаров, которая является результатом того, что люди сжигают дрова в отчаянной попытке согреться, пишет издание.",2022-05-10 03:21:00
1881,'Караульный Z',Жители Риги снова принесли цветы к памятнику освободителям.,2022-05-10 02:52:00
1882,'Сolonelcassad',"После запроса нацистами Азова процедуры Экстркшн, в ДНР заявили, что Экстрашн закончился, есть только Дестракшн. ",2022-05-10 15:25:00
1883,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією'," Венгрия поддержит членство Украины в ЕС,  посол Иштван Ийдярто:Когда начнут рассматривать вопрос членства Украины в Европейском Союзе, Венгрия поддержит егоКроме того, Будапешт готов помочь Украине с транспортировкой товаров на экспорт в связи с блокированием Россией морских портов.",2022-05-10 03:21:00
1884,'Реальная Война | Украина',"На Азовстали сейчас находится более 1000 украинских военных, из них сотни раненных. Об этом в комментарии AFP заявила вице-премьер-министр Ирина Верещук.",2022-05-10 15:10:00
1885,'Реальная Война | Украина',"путин будет побуждать лукашенко ударить в направлении Луцка и Львова, чтоб перерезать поставки оружия с Запада, считает военный эксперт Олег Жданов. Однако Жданов скептически оценивает такой сценарий. Эксперт напомнил, что лукашенко фактически открестился от участия в этой войне еще тогда, когда война только начиналась.",2022-05-10 15:00:00
1886,'Реальная Война | Украина',"Белогоровка почти зачищена от оккупантов, — глава Луганской ОГА Сергей ГайдайРоссийские солдаты переправились по реке, но сами понтоны и вся их техника уже уничтожены. На нашем берегу оказались около 80 оккупантов, охота на них продолжается, осталось еще чуть-чуть.Гайдай также сообщил, что в селах Горской общины идут бои, но линия обороны стабильна. В Рубежном оккупанты также не продвинулись, а Воеводовка полностью под украинским контролем.",2022-05-10 10:35:00
1887,'ГОНЧАРЕНКО',"Экс-нардепа Илью Киву объявили в международный розыск.Пока великий воин прячется на россии и зовет путина в Украину только оттуда, напомню список «заслуг»:1. Государственная измена2. Пропаганда войны3. Посягательство на нашу территориальную целостность4. Другие преступления (сократим список)Ждем «патриота» в Украине, чтобы награды вручить по списку – за каждый подвиг своя статья. И помни, Илья: бутылка всегда найдет своего героя.",2022-05-10 03:16:00
1888,'ДвіЩ',Відсьогодні Кива у міжнародному розшуку,2022-05-10 15:08:00
1889,'Украина 24/7 Новости | Война | Новини',"На Азовстали сейчас находится более 1000 украинских военных, из них сотни раненных.",2022-05-10 15:26:00
1890,'Украина 24/7 Новости | Война | Новини',"Илья Киви объявлен в международный розыск, – пресс-служба Государственного бюро расследований. Он обвиняется в госизмене, пропаганде войны, посягательстве на территориальную целостность Украины, призывах к захвату власти и распространению коммунистической символики.Экс-нардепу грозит до 15 лет лишения свободы с конфискацией имущества.",2022-05-10 15:10:00
1891,'Perepichka News | Новости Украина',"Самый крупный и читаемый телеграм канал столицы - Реальный КиевРеальные видео боев с передовой от военныхЭкстренные сводки и оповещенияСитуация в подвалах Азовстали. Как сражается Азов?Официальные новости Киева и страны, переходите  ",2022-05-10 15:37:00
1892,'Русский Корабль Иди Нах*й',"Рашисты перебили магистральный газопровод, Северодонецк остался без газа. Об этом сообщает глава ОВА Сергей ГайдайВ настоящее время магистральный газопровод перебит и разгерметизирован.| ",2022-05-10 15:40:00
1893,'⚔️БРАТЧУК',"Окупанти залишили Сєвєродонецьк без газу, — ГайдайЗа словами очільника Луганщини, росіяни перебили магістральний газопровід.",2022-05-10 15:29:00
1894,'Операция Z: Военкоры Русской Весны',Запрет на транспортировку российской нефти больше не входит в 6-й пакет санкций против РФ — немецкое агентство DPA.,2022-05-10 03:40:00
1895,'Операция Z: Военкоры Русской Весны',"На заводе Азовсталь сейчас находятся более 1000 украинских военных, среди них сотни ранены, — вице-премьер Ирина Верещук",2022-05-10 15:05:00
1896,'Глазами Украинца',"Оккупанты перебили магистральный газопровод, Северодонецк остался без газа, — сообщает глава ОВА Сергей ГайдайВ настоящее время магистральный газопровод перебит и разгерметизирован. > ",2022-05-10 15:30:00
1897,'Суспільне Чернігів',10 травня на території Корюківської міської територіальної громади будуть  розміновувати територію шляхом підриву небезпечних предметів.Просимо зберігати спокій! ,2022-05-10 03:18:00
1898,'МЕТА | Новини України та світу'," Екс-нардепа Іллю Киву оголошено в міжнародний розшук, повідомляє ДБР. ",2022-05-10 03:32:00
1899,'NEXTA Live',Посольство Греции вернулось в Киев.,2022-05-10 15:45:00
1900,'NEXTA Live',"В Одессе прозвучал взрыв. Скорее всего, работает ПВО.",2022-05-10 15:43:00
1901,'NE.САХАР',Запрет на транспортировку российской нефти больше не входит в шестой пакет санкций против РФ (с) агентство DPA.,2022-05-10 15:39:00
1902,'NE.САХАР',Минобороны Белоруссии заявило о наращивании военного присутствия США и их союзников у белорусской границы.,2022-05-10 15:39:00
1903,'NE.САХАР',"Губернатор Рязанской области Николай Любимов заявил, что не будет выдвигаться на пост главы региона на следующий срок.",2022-05-10 15:22:00
1904,'NE.САХАР',"«Ежедневная ложь» — лидер оппозиции в парламенте Словакии отказался слушать речь ЗеленскогоЛидер парламентской оппозиции и партии «Курс — социальная демократия» в Словакии Роберт Фицо отказался присутствовать на выступлении украинского президента Владимира Зеленского, аргументируя это тем, что «не стал бы слушать того, кто ежедневно лжёт».«Меня там точно не будет», — сказал Фицо, слова которого приводит газета Pravda.",2022-05-10 15:34:00
1905,'NE.САХАР',Созданная ВС Украины группировка на южном направлении численностью до 20 тыс. человек требует реакции со стороны Белоруссии — Минобороны республики,2022-05-10 15:51:00
1906,'Шейх Тамир',Помните это отсчет Он закончился И сопротивление тоже)),2022-05-10 03:50:00
1907,'Шейх Тамир'," Вице-премьер Украины Ирина Верещук сообщила, что на заводе «Азовсталь» в Мариуполе находится более тысячи военных, в том числе сотни раненых.Судя по этим данным Если сравнивать с первоначальными цифрами  Количество погибших и пленных несоизмеримо больше чем озвучивал Зеленский по всей Украине",2022-05-10 03:20:00
1908,'Новое Издание'," По данным СМИ, запрет на транспортировку российской нефти больше не входит в шестой пакет санкций против РФ / ",2022-05-10 15:47:00
1909,'Новое Издание',"Посольство Германии в Киеве уже во вторник возобновляет работу, — глава МИД ФРГ / ",2022-05-10 15:41:00
1910,'Новое Издание',Олаф Шольц: НАТО на саммите в июле рассмотрит меры укрепления безопасности в связи с обстановкой в Украине / ,2022-05-10 15:14:00
1911,"'Срочно, Сейчас'","Макрон и Си Цзиньпин обсудили по телефону ситуацию на Украине, а также риск продовольственного кризиса — Елисейский дворц",2022-05-10 15:48:00
1912,"'Срочно, Сейчас'",Минобороны Белоруссии заявило о наращивании военного присутствия США и их союзников у белорусской границы,2022-05-10 15:39:00
